NaptanCode,CommonName,Street,LocalityName,BusStopType,x,y
73727587,The Holdings,The Holdings,Walnut Grove,MKD,314348,722273
73727589,The Holdings East,The Holdings,Walnut Grove,MKD,314555,722345
73727592,The Holdings East,The Holdings,Walnut Grove,MKD,314514,722347
73727832,Lyndale,Perth Road,Bankfoot,MKD,307063,734738
73727954,Industrial Estate,Breadalbane Terrace,Aberfeldy,MKD,285928,749279
73727575,Crossgates,A9,Windyedge,MKD,305082,721186
73727576,DEL-Crossgates,A9,Windyedge,CUS,305025,721105
73727657,Megginch Castle,A90,Inchmichael,CUS,323467,724937
73727594,School Wynd,High Street,Errol,MKD,325145,722849
73727596,Primary School,Station Road,Errol,MKD,325412,722993
73727582,Road End,A90,Kinfauns,MKD,316316,721947
73727573,Road End,A90,Inchyra,MKD,318406,720942
73727679,Slip Road,A90,Inchmichael,MKD,324144,725818
73727956,Industrial Estate,Breadalbane Terrace,Aberfeldy,MKD,285948,749282
73727957,Aultbeag Road,A827,Little Ballinluig,MKD,290985,752687
73727958,Aultbeag Road,A827,Little Ballinluig,CUS,290980,752698
73727865,Laiken,Perth Road,Birnam,MKD,303366,741636
73727872,Royal Dunkeld Hotel,Atholl Street,Dunkeld,CUS,302656,742744
73727825,Milton Road,Main Road,Luncarty,MKD,309440,730197
73727824,Milton Road,Main Road,Luncarty,MKD,309436,730126
73727826,Benchill View,Perth Road,Stanley,MKD,310788,732782
73727829,Linn Road,Mill Street,Stanley,MKD,310967,733234
73728527,Gowrie Farm,B9099,Stanley,CUS,310391,731469
73727849,Leys Crossroads,A923,Kettins,MKD,324854,737297
73727848,Leys Crossroads,A923,Kettins,CUS,324838,737292
73727847,Oakwood Cottages,A923,Kettins,MKD,325614,737052
73727846,Oakwood Cottages,A923,Kettins,MKD,325621,737041
73727638,Taymount Terrace,Taymount Terrace,Perth,MKD,310535,723570
73727639,Taymount Terrace,Taymount Terrace,Perth,MKD,310528,723577
73727678,Station Road,Station Road,Methven,CUS,302376,725790
73727674,James Street,James Street,Methven,CUS,302231,725759
73727925,Queens Avenue,Queens Avenue,Blairgowrie,HAR,317670,744679
73727923,Poplar Avenue,Poplar Avenue,Blairgowrie,HAR,317931,744224
73727924,Queens Avenue,Queens Avenue,Blairgowrie,HAR,317667,744654
73727658,The Ibert Road End,A822,Monzie,CUS,288545,725276
73727659,The Ibert Road End,A822,Monzie,CUS,288550,725290
73727532,Gleneagles Trades Entrance,A824,Auchterarder,MKD,291677,711604
73727593,Craigie Place,St Magdalenes Road,Moncreiffe,MKD,311256,722427
73727578,Glentilt Terrace,Glengarry Road,Moncreiffe,MKD,311245,721883
73727583,Quarry Road,St Magdalenes Road,Moncreiffe,MKD,311077,722064
73727586,Moredun Terrace,St Magdalenes Road,Moncreiffe,MKD,311099,722259
73727895,Cemetery,Perth Road,Blairgowrie,MKD,317429,743897
73727896,Cemetery,Perth Road,Blairgowrie,MKD,317418,743883
73727897,Whinstead,Perth Road,Blairgowrie,CUS,317441,744092
73727898,Essendy Road,Perth Road,Blairgowrie,MKD,317469,744274
73727542,Romangate,Perth Road,Dunning,MKD,302178,714824
73727543,Romangate,Perth Road,Dunning,MKD,302188,714829
73727565,Old Mill,Edinburgh Road,Bridge of Earn,MKD,313292,717941
73727564,Old Mill,Edinburgh Road,Bridge of Earn,MKD,313329,717917
73727572,Moncrieffe House,A912,Bridge of Earn,MKD,312686,719337
73727569,Moncrieffe House,A912,Bridge of Earn,MKD,312704,719334
73727642,High Street,High Street,Perth,MKD,312047,723643
73727647,George Street,George Street,Perth,MKD,311967,723752
73727959,Acarsaid Hotel,Atholl Road,Pitlochry,MKD,294383,757927
73727574,Community Centre,Low Carse Road,St Madoes,MKD,319684,721116
73727698,Slip Road Westbound,A90,Longforgan,MKD,330543,730020
73727945,Dunacree Road End,A827,Aberfeldy,CUS,283310,748675
73727946,Dunacree Road End,A827,Aberfeldy,CUS,283309,748683
73727942,Bolfracks Road East,A827,Aberfeldy,CUS,282509,748338
73727943,Bolfracks Road East,A827,Aberfeldy,CUS,282506,748348
73727935,Croftmoraig,A827,Kenmore,CUS,279735,747328
73727936,Croftmoraig,A827,Kenmore,CUS,279729,747336
73727928,Rustic Lodge,A827,Kenmore,CUS,275993,745208
73727927,Rustic Lodge,A827,Kenmore,CUS,275999,745202
73727854,Balnasium,A827,Lawers,CUS,266879,738737
73727857,Balnasium,A827,Lawers,CUS,266875,738741
73727852,Craggantoul,A827,Lawers,CUS,265571,738087
73727853,Craggantoul,A827,Lawers,CUS,265564,738095
73727845,Kiltyrie,A827,Lawers,CUS,262968,736616
73727843,Kiltyrie,A827,Lawers,CUS,262974,736609
73727839,Milton Morenish,A827,Morenish,CUS,261357,736101
73727842,Milton Morenish,A827,Morenish,CUS,261351,736105
73727834,Hotel,A827,Morenish,CUS,259790,735242
73727836,Hotel,A827,Morenish,CUS,259786,735247
73727863,Cragganruar,A827,Lawers,CUS,269320,741310
73727864,Cragganruar,A827,Lawers,CUS,269313,741315
73727938,Drumcharry Road End,C448,Fortingall,CUS,276028,747760
73727937,Drumcharry Road End,C448,Fortingall,CUS,276030,747755
73727934,Easter Auchtar,C449,Fearnan,CUS,272350,745723
73727932,Easter Auchtar,C449,Fearnan,CUS,272356,745723
73727546,Dunmore,A913,Abernethy,MKD,317963,716016
73727545,Dunmore,A913,Abernethy,MKD,317946,715997
73727696,Old Knapp Road End,A90,Longforgan,MKD,329624,729906
73727645,Kinnoull Street,Kinnoull Street,Perth,MKD,311685,723674
73727939,War Memorial,Meigle Road,Alyth,MKD,325012,747948
73727862,Bogside Road,Blairgowrie Road,Coupar Angus,MKD,322194,740368
73727859,Bogside Road,Blairgowrie Road,Coupar Angus,MKD,322227,740342
73727858,George Place,George Street,Coupar Angus,MKD,321998,739880
73727648,Bells Sports Centre,Hay Street,Muirton,MKD,311459,724246
73727929,Club,Aberfeldy Road,Kenmore,MKD,277126,745643
73727538,Latchburn Wynd,Auchterarder Road,Dunning,MKD,301640,714409
73727539,Latchburn Wynd,Auchterarder Road,Dunning,MKD,301717,714419
73727537,Abbey Road,High Street,Auchterarder,MKD,294861,713034
73727823,Eastbound Slip Road,A90,Longforgan,MKD,330666,730121
73727926,St Marys Court,Reform Street,Blairgowrie,MKD,317795,745151
73727549,DEL-Thornhill Street,Wiloughby Street,Muthill,MKD,286803,716808
73727835,Newhall Street,Prieston Road,Bankfoot,MKD,306597,735245
73727838,Graham Court,Prieston Road,Bankfoot,MKD,306781,735257
73727685,RDM School South,Stormont Road,Scone,MKD,313522,726483
73727528,Back Dykes Road,Main Street,Kinnesswood,MKD,317491,703040
73727529,Hillwood,Main Street,Glenfarg,MKD,313613,711015
73727548,Southfield,Newburgh Road,Abernethy,MKD,319472,716708
73727562,Cemetery,A913,Abernethy,MKD,320211,717137
73727672,Mayfield Road,Mayfield Road,Goshen,HAR,313699,725502
73727683,Bus Depot,RUTHVENFIELD ROAD,Inveralmond,MKD,309202,726292
73727643,Bowerswell Road,Bowerswell Road,Bridgend,HAR,312417,723721
73727627,Bus Station,Leonard Street,Perth,MKD,311373,723239
73727649,Black Watch Museum,Hay Street,Muirton,MKD,311408,724324
73727646,DEL-Tourist Information Centre,West Mill Street,Perth,MKD,311490,723728
73727527,Vane Farm Car Park,Car Park,Kinross,CUS,316024,699097
73727676,Station Road,Station Road,Methven,CUS,302381,725785
73727682,Fishers,Ruthvenfield Avenue,Inveralmond,HAR,308708,725880
73727693,Austen way,Old Scone Rd,Scone,MKD,312728,726905
73727692,Austen Way,Old Scone Rd,Scone,MKD,312718,726891
73727687,Spoutwells Place,Spoutwells Drive,Scone,HAR,313541,726742
73727654,DEL-Brands Brae,Gannochy Road,Gannochy,HAR,313006,724654
73727689,Lime Grove,Oakdene Road,Scone,HAR,313098,726748
73727675,Inveralmond Road,RUTHVENFIELD WAY,Inveralmond,MKD,308899,725817
73727637,Hatton View,Hatton Road,Kinnoull,HAR,313000,723521
73727624,Viewlands House,Viewlands Road,Viewlands,HAR,310273,723160
73727629,Glover Court,Blair Street,Craigie,HAR,310973,723276
73727632,DEL-Glover Court,Blair Street,Craigie,HAR,310966,723283
73727694,Hatton Road,Hatton Road,Luncarty,HAR,309893,729404
73727625,Cairn,C473,New Fowlis,CUS,292731,723240
73727598,West Acre,C459,New Fowlis,CUS,292717,723149
73727623,West Acre,C459,New Fowlis,CUS,292708,723151
73727626,Cairn,C473,New Fowlis,HAR,292742,723246
73727828,Village,C439,Saucher,CUS,319772,733103
73727827,Village,C439,Saucher,CUS,319777,733098
73727563,Heughfield Road,Heughfield Road,Kintillo,HAR,313064,717841
73727526,Broom Farm,U213,Blairingone,CUS,298598,696393
73727652,Errol Station,U151,Errol,CUS,325275,724476
73727653,Errol Station,U151,Errol,CUS,325274,724498
73727952,Telephone Exchange,B846,Coshieville,CUS,277798,749122
73727953,Telephone Exchange,B846,Coshieville,CUS,277803,749128
73727948,Crieff Road,Crieff Road,Aberfeldy,CUS,285472,748896
73728682,King Street,King Street,Perth,MKD,311542,723287
73727978,Inveralmond Grove,Inveralmond Road,Inveralmond,MKD,309153,725947
73735757,Ruthvenfield Place,Ruthvenfield Road,Inveralmond,MKD,308862,726124
73728249,Springbank,A93,Blairgowrie,MKD,317323,743312
73727984,Springbank,A93,Blairgowrie,MKD,317332,743328
73728374,Altamount Road,Beeches Road,Blairgowrie,MKD,317871,744420
73728258,Smithfield Way,Smithfield Crescent,Blairgowrie,MKD,317683,744112
73728456,Cablea,A826,Amulree,CUS,291795,738590
73727987,Cablea,A826,Amulree,CUS,291813,738589
73728489,Corrymuckloch,A822,Amulree,CUS,289476,734564
73727973,Corrymuckloch,A822,Amulree,CUS,289467,734542
73757436,Park and Ride,Park and Ride Site,Broxden,MKD,308784,722601
73757232,Foulford Inn,A822,Fendoch,CUS,289824,726759
73757637,Foulford Inn,A822,Fendoch,CUS,289803,726742
73757325,Gatehouse,A826,Aberfeldy,CUS,287598,747438
73757924,Gatehouse,A826,Aberfeldy,CUS,287612,747422
73732754,Bowton Road,Bowton Road,Kinross,HAR,311565,702219
73729759,Montgomery Road,Montgomery Road,Kinross,HAR,311616,702125
73732453,Myre Terrace,Montgomery Street,Kinross,CUS,311804,702039
73728765,Myre Terrace,Montgomery Street,Kinross,CUS,311779,702035
73736575,Post Office,Ladeside,Glenfarg,CUS,313349,710465
73734943,Hotel,Ladeside,Glenfarg,CUS,313478,710484
73728643,Chalder Cottage,B846,Rannoch,CUS,246494,756992
73729346,Chalder Cottage,B846,Rannoch,CUS,246504,756981
73727967,Learan Farm,B846,Killichonan,CUS,257266,757804
73728735,Learan Farm,B846,Killichonan,CUS,257303,757803
73728585,Aulich,B846,Kinloch Rannoch,CUS,260942,759058
73728693,Aulich,B846,Kinloch Rannoch,CUS,260921,759045
73729424,Lynton Farm,B9099,Stanley,CUS,310737,734144
73729826,Lynton Farm,B9099,Stanley,MKD,310766,734198
73728292,Stewart Tower,C408,Airntully,CUS,309153,736206
73728942,Stewart Tower,C408,Airntully,CUS,309046,736191
73728236,Berrydale Road,Smithfield Crescent,Blairgowrie,HAR,317749,744214
73728349,Park and Ride,Junction Road,Kinross,MKD,311215,702456
73728549,Duntaggart Road End,A826,Aberfeldy,CUS,286938,748502
73728359,Duntaggart Road End,A826,Aberfeldy,CUS,286958,748495
73728674,Airlie Court,Muirton,Auchterarder,CUS,292178,711651
73728989,Airlie Court,Muirton,Auchterarder,CUS,292147,711641
73728789,St Margarets Hosp Grounds,Car Park,Auchterarder,MKD,293709,712580
73728473,Drummond Terrace,Drummond Terrace,Crieff,HAR,286388,722134
73728747,Coldwells Road,Victoria Terrace,Crieff,CUS,286429,721965
73729275,Connaught Terrace,Connaught Terrace,Crieff,HAR,286988,722189
73728753,Turning Circle,Link Road,Glendoick,MKD,321604,723394
73728925,Aldie Road End,A85,Mains of Gorthy,MKD,296189,724166
73729326,Aldie Road End,A85,Mains of Gorthy,MKD,296198,724158
73729539,Templemill Road End,A822,Crieff,MKD,286059,719051
73729769,Templemill Road End,A822,Crieff,MKD,286077,719111
73728958,Castleton,Castleton Road,Auchterarder,CUS,293742,713293
73729253,Campers Express Bus Stop,off A91,Balado,MKD,309655,703969
73729323,Festival Bus Station,A91,Balado,MKD,308964,703737
73729389,Road End,B867,Byres of Murthly,MKD,305214,738855
73765438,Quarterbank,C459,New Fowlis,CUS,291972,722068
73769393,Greystane Terrace,Greystane Road,Invergowrie,CUS,334785,730564
73753573,Hames Place,Cornhill Road,Burghmuir,CUS,309921,723827
73793828,Tayside crescent,Tayside crescent,Aberfeldy,CUS,285609,749405
73793272,Wester Feddal Farm,B8033,Braco,CUS,282249,708629
73762672,Glassick Farm,B8033,Braco,CUS,282904,708994
73757628,Logie Mill,Bleachers Way,Huntingtowerfield,CUS,307335,725398
73798975,Logie Mill,Bleachers Way,Huntingtowerfield,CUS,307322,725415
73753757,Linton Terrace,Craiglea Road,Burghmuir,CUS,309601,723786
73769465,Burnbank,Back Street,Bridge of Earn,CUS,313377,718168
73769537,Craiglea Road,Muirend Road,Burghmuir,MKD,309641,723601
73739876,Clayton Road,Clayton Road,Bridge of Earn,CUS,313873,717950
73728482,Abbey Road,Queen Street,Coupar Angus,MKD,322310,739780
73729435,Abbey Road,Queen Street,Coupar Angus,MKD,322314,739743
73728728,Hawthorn Bank,Birnam Wood Way,Wolfhill,MKD,315544,733522
73745873,Hawthorn Bank,Birnam Wood Way,Wolfhill,MKD,315559,733527
73728932,Hunter Crescent,Mylnefield Road,Invergowrie,HAR,334842,730213
73745892,Memorial Park,Dargie Road,Invergowrie,HAR,334876,730155
73732687,Park Road,Noble Ave,Invergowrie,HAR,334916,729996
73728538,Boniface Road,Station Road,Invergowrie,HAR,335003,730056
73745959,Burnside Road,Burnside Road,Invergowrie,HAR,335087,730231
73729573,Cairncross Cottage,B9099,Caputh,CUS,308243,740104
73762694,Cairncross Cottage,B9099,Caputh,CUS,308260,740112
73729872,Easter Meikle Fardle,A984,Meikleour,CUS,313208,741231
73745893,Easter Meikle Fardle,A984,Meikleour,CUS,313248,741215
73729246,Findatie Cafe,B9097,Kinross,CUS,317098,699180
73765296,DEL-Findatie,B9097,Kinross,CUS,317447,699041
73754963,Tesco,Terminus Street,Blairgowrie,MKD,318062,745093
73795969,Hames Place,Cornhill Road,Burghmuir,HAR,309942,723814
73748749,Rosamunde Pilcher Drive,Station Road,Longforgan,MKD,331359,729813
73765464,Rosamunde Pilcher Drive,Station Road,Longforgan,CUS,331381,729810
73742375,Tullybaccart Farm,A923,Kettins,CUS,326372,736010
73798538,Tayside Crescent,Tayside Crescent,Aberfeldy,CUS,285609,749405
73728474,Quarterbank,C459,New Fowlis,CUS,291972,722068
73732374,Greystane Terrace,Greystane Road,Invergowrie,CUS,334785,730564
73745865,McDiarmid Park,Car Park,Perth,CUS,308986,725069
73739858,Transport Hub,off C457,Tullibardine,CUS,291970,716211
73793292,West PUDO,C458,Tullibardine,CUS,291456,714773
73769468,T in The Park Bus Station,U21,Tullibardine,CUS,293119,715414
73729386,Ash Grove,VIEWLANDS ROAD WEST,Hillend,MKD,308793,723590
73729387,Fairhill Crescent,OAKBANK ROAD,Oakbank,MKD,309192,723133
73729392,Brands Brae,BRAND'S BRAE,Gannochy,CUS,313002,724678
73729393,Buchan Drive,BUCHAN DRIVE,Viewlands,HAR,309823,723376
73729394,Glenearn Court,PITTENZIE STREET,Crieff,CUS,286550,721400
73729395,Clydesdale Court,ORCHIL ROAD,Auchterarder,MKD,292676,712008
73729396,Scouring Burn,Glasgow Road,Perth,MKD,309727,722646
73729397,Old Gallows Road,FITTIS ROAD,Western Edge,MKD,308403,723739
73729398,Ballindean Farm,Inchture Interchange,Inchture,MKD,327534,728496
73729423,Beechgrove Drive,VIEWLANDS ROAD WEST,Hillend,MKD,308961,723500
73729426,Ambulance Depot,MUIREND ROAD,Burghmuir,MKD,308856,723702
73729427,Muirend Road,HILLEND ROAD,Burghmuir,MKD,308817,723682
73729428,Ochil Nursing Home,ETTRICK DRIVE,Hillend,MKD,308672,723517
73729429,NOT USED,A85,St Fillans,MKD,268448,724750
73729432,Dryburgh Crescent,ETTRICK DRIVE,Western Edge,MKD,308534,723449
73729434,Traquair Gardens,FITTIS ROAD,Western Edge,MKD,308422,723521
73729436,Ash Grove,CEDAR DRIVE,Oakbank,MKD,308425,723161
73729437,Dental Surgery,LAMBERKINE DRIVE,Broxden,MKD,308375,723058
73729438,Dental Surgery,LAMBERKINE DRIVE,Broxden,MKD,308378,723047
73729439,Broxden House,LAMBERKINE DRIVE,Broxden,MKD,308370,722925
73729452,Innerleithen Way,LAMBERKINE DRIVE,Broxden,MKD,308505,722887
73729453,Viewlands Road,FAIRIES ROAD,Oakbank,MKD,309708,723171
73729454,Juniper Place,ALDER DRIVE,Burghmuir,MKD,308746,723217
73729456,Lochie Brae,LOCHIE BRAE,Bridgend,MKD,312314,723947
73729457,Broxden Park+Ride,Park and Ride site,Broxden,MKD,308781,722601
73729459,Abbotsford Crescent,ETTRICK DRIVE,Hillend,HAR,308310,723337
73729462,Redstone Crossroads,A94,Saucher,CUS,318931,734239
73729463,Redstone Crossroads,A94,Saucher,CUS,318924,734240
73729464,Kinrossie road end,A94,Kinrossie,CUS,318251,732503
73729465,Kinrossie road end,A94,Kinrossie,CUS,318248,732519
73729467,Dowally,A9,Dowally,CUS,300079,748015
73729468,Dowally,A9,Dowally,CUS,300103,747962
73729469,Moulin Crescent,NEWHOUSE ROAD,Letham,MKD,308886,723924
73729472,Tweedsmuir Road,TWEEDSMUIR ROAD,Letham,MKD,309080,724383
73729473,Leny Road,NEWHOUSE ROAD,Letham,MKD,308904,724137
73729474,Kinmond Drive,NECESSITY BRAE,Oakbank,MKD,309918,722511
73729475,Kinmond Drive,NECESSITY BRAE,Oakbank,MKD,309923,722509
73729476,Wester Tarsappie,RHYND ROAD,Rhynd,CUS,312741,720921
73729478,Wester Tarsappie,RHYND ROAD,Rhynd,CUS,312719,720925
73729479,Rhynd,Rhynd Road,Perth,MKD,315807,720051
73729482,Rhynd,Rhynd Road,Rhynd,CUS,315803,720054
73729483,Rhynd Lane,RHYND ROAD,Rhynd,CUS,312250,720957
73729484,Rhynd Lane,RHYND ROAD,Rhynd,CUS,312245,720960
73729485,Grange of Elcho,Rhynd Road,Rhynd,CUS,313641,721052
73729486,Grange of Elcho,RHYND ROAD,Rhynd,MKD,313639,721053
73729487,Mains of Kinmonth,Rhynd Road,Rhynd,CUS,316523,718841
73729492,Mains of Kinmonth,Rhynd Road,Rhynd,CUS,316540,718844
73729493,Tay Avenue,TAY AVENUE,Dalginross,HAR,277809,721801
73729494,Mackenzie Drive,MAIN STREET,Almondbank,MKD,306549,725826
73729495,Mackenzie Drive,MAIN STREET,Almondbank,MKD,306540,725866
73729496,Rashiehall,A94,Balbeggie,CUS,317169,730607
73729497,Rashiehall,A94,Balbeggie,CUS,317167,730607
73729498,Town Hall,ALBERT STREET,Alyth,MKD,324493,748454
73729523,Post Office,BRIDGE STREET,Comrie,CUS,277346,721963
73729524,Earn Place,GLEBE ROAD,Comrie,HAR,277652,721779
73729525,Polinard,Polinard,Comrie,HAR,277792,721056
73729526,Lennoch Circle,LENNOCH CIRCLE,Comrie,HAR,277618,721081
73729527,Gowanlea Place,GOWANLEA ROAD,Comrie,HAR,277812,721466
73729528,The Paddock,BARRACK ROAD,Comrie,CUS,277639,721575
73729529,Dukes Road,QUEENS ROAD,Comrie,HAR,277523,721718
73729532,The Ross,The Ross,Comrie,CUS,276747,722013
73729534,Laggan Park,off A85,Comrie,CUS,277690,722304
73729535,Charlotte Gate,A93,Perth,MKD,309489,722632
73729536,Charlotte Gate,A93,Perth,MKD,309429,722626
73729537,Gardeners Cottage,B846,Kinloch Rannoch,CUS,261746,758967
73729538,Gardeners Cottage,B846,Kinloch Rannoch,CUS,261748,758973
73729542,Ardlarich Farm,B846,Kinloch Rannoch,CUS,252859,758129
73729543,Ardlarich Farm,B846,Kinloch Rannoch,CUS,252858,758142
73729545,Gaur Cottage,South Rannoch Road,Kinloch Rannoch,CUS,250160,756657
73729546,Gaur Cottage,South Rannoch Road,Kinloch Rannoch,CUS,250138,756668
73729547,Rannoch Lodge,B846,Bridge of Gaur,CUS,250620,757517
73729548,Rannoch Lodge,B846,Bridge of Gaur,CUS,250623,757506
73729549,Camusericht,B846,Bridge of Gaur,CUS,250269,757122
73729562,Camusericht,B846,Bridge of Gaur,CUS,250270,757114
73729563,Eaglesfield,LANGSIDE DRIVE,Comrie,CUS,277636,720930
73729564,Hilton View,B996,Glenfarg,MKD,313645,709938
73729565,Hilton View,B996,Glenfarg,MKD,313631,709941
73729567,Crematorium,A85,Tulloch,MKD,309229,725114
73729568,Crematorium,A85,Tulloch,MKD,309256,725079
73729569,Dalweem,Taybridge Road,Aberfeldy,MKD,285265,749223
73729572,Duntaylor Avenue,DUNTAYLOR AVENUE,Aberfeldy,HAR,285135,748590
73745632,Muirton,CHURCH ROAD,Auchterarder,MKD,292402,711893
73728278,Bertha Park,B9993,Inveralmond,MKD,308272,726543
73757647,Double Dykes,RUTHVENFIELD ROAD,Inveralmond,MKD,308260,725857
73765494,Fishers,RUTHVENFIELD AVENUE,Inveralmond,MKD,308725,725873
73798979,Inveralmond Road,RUTHVENFIELD WAY,Inveralmond,MKD,308922,725839
73784529,Inveralmond Grove,INVERALMOND PLACE,Inveralmond,MKD,309109,725936
73769486,Inveralmond Close,INVERALMOND ROAD,Inveralmond,MKD,309175,726093
73796267,Double Dykes,RUTHVENFIELD ROAD,Inveralmond,MKD,308296,725856
73729574,Ruthvenfield Avenue,RUTHVENFIELD ROAD,Inveralmond,MKD,308588,725983
73729575,Ruthvenfield Avenue,RUTHVENFIELD ROAD,Inveralmond,MKD,308628,725992
73732856,Sycamore Ave,Sycamore Avenue,Auchterarder,CUS,294217,712224
73732857,Eastmill Farm,Abbey Road,Auchterarder,CUS,295566,712820
73732858,Kirkfield Place,Lundies Walk,Auchterarder,CUS,295014,712713
73732843,Canmore Place,Canmore Place,Auchterarder,CUS,294884,712587
73732845,Elcho Green,Elcho Green,Auchterarder,MKD,294636,713373
73732846,Eagle Avenue,Benton Road,Auchterarder,CUS,295007,713395
73732847,Southlands road,Southlands Road,Auchterarder,CUS,294261,712486
73732848,Kincardine Road,Kincardine Road,Auchterarder,CUS,294660,712549
73732849,Montrose Road,Montrose Road,Auchterarder,MKD,294781,712742
73732852,Grand Eagles,B8062,Auchterarder,CUS,296372,713680
73732853,Grampian Avenue,Grampian Avenue,Auchterarder,CUS,292876,712234
73732854,Strathearn House,A824,Auchterarder,CUS,293153,711657
73728279,ALDI,Broich Road,Crieff,MKD,286188,721013
73742583,Parkdale,New School Lane,Auchterarder,MKD,294512,713024
73745869,Castleton Park,Castleton Park,Auchterarder,HAR,293899,712821
73769529,Benton Road,Benton Road,Auchterarder,CUS,295299,713434
73746372,Lochran Farm,B996,Kelty,MKD,313280,697112
73753946,Lochran Farm,B996,Kelty,MKD,313286,697112
73728294,Blairfordel Farm,B996,Kelty,MKD,314333,695747
73747482,Blairfordel Farm,B996,Kelty,MKD,314334,695750
73747392,Greenacres,B996,Gairney Bank,MKD,313171,697739
73736382,Greenacres,B996,Gairney Bank,MKD,313175,697740
73749268,Madoch Centre,Low Carse Road,St Madoes,MKD,319843,721137
73762592,Madoch Centre,Low Carse Road,St Madoes,MKD,319837,721133
73729576,Market Square,Home Street,Aberfeldy,MKD,285765,749308
73729578,Orchard Brae,Kenmore Road,Aberfeldy,MKD,285003,748881
73729579,Kenmore Street,Kenmore Street,Aberfeldy,MKD,285192,748940
73729582,Orchard Brae,Kenmore Road,Aberfeldy,MKD,285001,748882
73729583,Orchard Brae,Kenmore Road,Aberfeldy,MKD,285001,748882
73752468,Maidenplain Place,Main Road,Aberuthven,MKD,298040,715591
73729584,Maidenplain Place,Main Road,Aberuthven,MKD,298026,715583
73729585,Ruthven Towers,Abbey Road,Auchterarder,MKD,295070,712985
73764294,Auld Mart Road,South Street,Milnathort,MKD,311749,704092
73728428,Auld Mart Road,Auld Mart Road,Milnathort,MKD,311755,704092
73729586,Old Edinburgh Road,A912,Bridge of Earn,MKD,313399,717823
73729587,Scouring Burn,Glasgow Road,Perth,MKD,309728,722635
73729589,Dunan,B846,Kinloch Rannoch,CUS,247338,757238
73729592,Broxden Park+Ride,Broxden Avenue,Broxden,MKD,308784,722604
